Company ID,Company Name,Name Source,Website URL,Career URL,LinkedIn URL,Email,Location,Tech Stack,Employee Count Hint,AIUB/Total Hint,Status/Research Hint,Notes,Additional Websites,Additional Career URLs,Additional LinkedIn URLs,Additional Emails,Corporate Domains,Source Rows,Source Row Count,Needs Manual Review,Review Reasons,Needs Enrichment,Enrichment Reasons,Active,Recommended Action
C0463,Devnetlimited,domain_inferred,,https://devnetlimited.com/career/,,,,,,,backdated,Tech Stack: prayer zone | Openning: backdated,,,,,devnetlimited.com,587,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0584,Devs Core,domain_inferred,https://devs-core.com/,,https://www.linkedin.com/company/devs-core/,,,,5.0,,,Openning: 5 emp | Specialization They Need: may be cool | Location: https://devs-core.com/,,,,,devs-core.com,711,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0600,Devsnest,domain_inferred,,https://devsnest.net/Career,https://www.linkedin.com/company/devsnest-llc/,,,shopify,,1/34,hiring,Tech Stack: ux product designer hiring | Openning: shopify | Specialization They Need: 1 of 34 | Location: https://www.linkedin.com/company/devsnest-llc/,,,,,devsnest.net,727,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0821,Devsstream,domain_inferred,,https://www.devsstream.com/career,https://www.linkedin.com/company/devsstream/?originalSubdomain=bd,info@devsstream.com,,,10.0,,planning,Openning: do mail | Specialization They Need: https://www.linkedin.com/company/devsstream/?originalSubdomain=bd | Years of Exp want: 10 emp | Is Applied: planning | Location: https://www.devsstream.com/career,,,,,devsstream.com,978,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0060,DevsTeam,explicit,https://devsteam.it/,,,,,,,,,,,,,,devsteam.it,81,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0234,Devszone,domain_inferred,,https://www.devszone.com/career,,career@devszone.com,,,,,,Tech Stack: https://www.devszone.com/career,,,,,devszone.com,334,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0997,Devtechguru,domain_inferred,https://www.devtechguru.com/,,,,,,,,"hiring, no hiring, no hiring page",Tech Stack: no hiring page found,,,,,devtechguru.com,1199,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0023,Devxhub,explicit,https://devxhub.com/,https://www.devxhub.com/career,,career@devxhub.com,"boalia, kazla, rajshahi",,,,,"Tech Stack: Kazla, Boalia, Rajshahi | mail to: career@devxhub.com | Location: https://www.devxhub.com/career",https://devxhub.com,,,,devxhub.com,39; 239,2,NO,,NO,,YES,MONITOR_READY
C0518,Dfsl BD,domain_inferred,,https://dfsl-bd.com/career/,,,,,,,planning,"Tech Stack: fresher mid level , frontend angular | Is Applied: planning",,,,,dfsl-bd.com,645,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0681,Dg Infotech Ltd,linkedin_inferred,,,https://www.linkedin.com/company/dg-infotech-ltd/?originalSubdomain=bd,,,,,,,,,,,,,824,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0336,Dgency,domain_inferred,,https://dgency.com/careers/#open-position,,,,,,,,Openning: Ad related,,,,,dgency.com,443,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0733,Dhaka Apps Limited,linkedin_inferred,,,https://www.linkedin.com/company/dhaka-apps-limited/?originalSubdomain=bd,,dhaka,,10.0,,,Specialization They Need: 10 emp,,,,,,877,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0131,Dhaka Solution,explicit,https://www.dhakasolution.com,,,,dhaka,,,,not loading,Comment: not loading || Comment: looks like Html developer,https://www.dhakasolution.com/ https://www.dhakasolution.com/ExperiencedProfessional.html,,,,dhakasolution.com,169; 1280,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0568,Dhorony,linkedin_inferred,,,https://www.linkedin.com/company/dhorony/,,,,,,,,,,,,,695,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0109,Dhrubok Infotech,explicit,https://dhrubokinfotech.com,https://dhrubokinfotech.com/career,,,,,,,,Is Applied: yes,,,,,dhrubokinfotech.com,142; 1148,2,NO,,NO,,YES,MONITOR_READY
C0765,Dhrubonetworks,domain_inferred,,https://www.dhrubonetworks.com/careers.php,,,,php,,,planning,Is Applied: planning,,,,,dhrubonetworks.com,911,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0355,Digicontechnologies,domain_inferred,,https://www.digicontechnologies.com/career,,,,,,,,Specialization They Need: have opportunity may be .. check please,,,,,digicontechnologies.com,462,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C1038,Digifea,domain_inferred,,https://digifea.com/career/,https://www.linkedin.com/company/digifeaofficial/,,,,,2/72,,Tech Stack: international call center and BPO agency | Specialization They Need: 2 of 72 | Location: https://digifea.com/career/,,,,,digifea.com,1249,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0718,Digipro Global,domain_inferred,,https://digipro-global.com/career/,,info@digiprobd.com,,,,,planning,Is Applied: planning | Location: https://digipro-global.com/career/,,,,,digipro-global.com,862,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0506,Digirockbd,domain_inferred,https://www.digirockbd.com/,,,,,,,,,Tech Stack: cool,,,,,digirockbd.com,632,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0067,Digis,explicit,https://digiscorp.com/,,,,,,,,,,https://digiscorp.com,,,,digiscorp.com,88; 179,2,YES,Multiple different explicit company names merged,NO,,YES,MANUAL_REVIEW
C0571,Digitechcombd,linkedin_inferred,,,https://www.linkedin.com/company/digitechcombd/,,,odoo,6.0,,,Tech Stack: made my odoo e com | Openning: 6 emp,,,,,,698,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0158,Dingi Technologies,explicit,https://dingi.tech,,,,,php,,,career not found,Comment: career not found,https://dingi.tech/ https://dingi.tech/contact.php,,,,dingi.tech,215; 1283,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0413,Ditechbd,linkedin_inferred,,,https://www.linkedin.com/company/ditechbd/,,,,,1/19,,Years of Exp want: 1 of 19,,,,,,525,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1010,Divergenttechbd,domain_inferred,,https://www.divergenttechbd.com/career,,,,,,,no opening,Openning: no opening rn,,,,,divergenttechbd.com,1216,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0748,Diverzent,domain_inferred,,https://diverzent.com/careers/,https://www.linkedin.com/company/diverzent/,,,,2.0,,,Tech Stack: https://diverzent.com/careers/ | Specialization They Need: 2 emp,,,,,diverzent.com,893,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0154,Divine IT Limited,explicit,https://www.divineit.net,https://www.divineit.net/about/careers/,,jobs@divineit.net,,,,,planning,Is Applied: planning || Is Applied: yes | Re Apply Count: 22 Jun-e | Location: jobs@divineit.net,,,,,divineit.net,208; 569; 1121,3,YES,Source review: contact_only,NO,,YES,MANUAL_REVIEW
C0360,Divobd,domain_inferred,,https://divobd.com/careers/,,,,,,,outdated,Tech Stack: seems outdated,,,,,divobd.com,467,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0097,Dizi Nova Limited,explicit,https://www.dizinova.com,,,,,,,,,,,,,,dizinova.com,128,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0452,Doctimebd,linkedin_inferred,,,https://www.linkedin.com/company/doctimebd/,,,,63.0,,,Openning: 63 emp,,,,,,570,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0087,Dohatec New Media,explicit,https://www.dohatec.com,https://www.dohatec.com/careers,,hrd@dohatec.net,,,,,,Tech Stack: hrd@dohatec.net,,,,,dohatec.com,118; 307,2,NO,,NO,,YES,MONITOR_READY
C0962,Doin,domain_inferred,,https://doin.tech/career/,,,,,,,,Tech Stack: progoti sharani | Openning: https://www.facebook.com/ashraf.shuvo.1018,,,,,doin.tech,1151,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0146,Door,explicit,,,,,,,,,,,,,,,,197,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0029,Doorsoft,domain_inferred,https://doorsoft.co/,,,info@doorsoft.co,,,,,,mail to: info@doorsoft.co,,,,,doorsoft.co,45,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0504,Doppcall,linkedin_inferred,,,https://www.linkedin.com/company/doppcall/,,,,8.0,,,Specialization They Need: 8 emp,,,,,,630,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0813,Dotlines,domain_inferred,https://dotlines.com.bd/ https://ssd-tech.io/#service,,https://www.linkedin.com/company/ssd-tech/,,,,,3/60,,Tech Stack: nice footer color | Openning: https://ssd-tech.io/#service | Years of Exp want: 3 of 60 | Location: https://www.linkedin.com/company/ssd-tech/,,,,,dotlines.com.bd,970,1,YES,Source review: multiple_domains,YES,Company name inferred from domain/LinkedIn/email,YES,MANUAL_REVIEW
C0763,Dotpotit,linkedin_inferred,,,https://www.linkedin.com/company/dotpotit/,,,,13.0,,,Openning: 13 emp,,,,,,908,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0036,Dream71,explicit,https://dream71.com/,https://dream71.com/career,,,,,,,,Tech Stack: not good | Location: https://dream71.com/career,https://dream71.com,,,,dream71.com,52; 143,2,NO,,NO,,YES,MONITOR_READY
C0315,Dreamerzlab,domain_inferred,,https://dreamerzlab.com/career/no-job,,,,,,,,Tech Stack: 3D,,,,,dreamerzlab.com,420,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0293,Dtechonline,domain_inferred,,https://www.dtechonline.net/career,,,,,,,,Tech Stack: ISP,,,,,dtechonline.net,396,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0041,Dynamic Solution Innovators,explicit,https://www.dsinnovators.com/,https://app.hrythmic.com/recruit/openings/company/dsinnovators/,,,,cyber,,,,Tech Stack: https://app.hrythmic.com/recruit/openings/company/dsinnovators/ | Specialization They Need: Cyber App Net FE | Comment: https://app.hrythmic.com/recruit/openings/company/dsinnovators/ | Location: https://app.hrythmic.com/recruit/openings/company/dsinnovators/,https://www.dsinnovators.com,,,,dsinnovators.com; hrythmic.com,57; 275,2,YES,Multiple corporate domains; Source review: multiple_domains,NO,,YES,MANUAL_REVIEW
C0553,Easital,domain_inferred,,https://www.easital.com/career,https://www.linkedin.com/company/easital/,,,sqa,,1/24,,Openning: 1 of 24 (sqa) | Location: https://www.linkedin.com/company/easital/,,,,,easital.com,680,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0314,Easy,domain_inferred,https://www.iotait.tech/,https://itclan.easy.jobs/,https://www.linkedin.com/company/iotaconsultingbd/?originalSubdomain=bd https://www.linkedin.com/company/iota-infotech-limited/,,,,11.0,,planning; promising,"Is Applied: planning || Tech Stack: promising | Openning: no position available | Years of Exp want: https://www.linkedin.com/company/iotaconsultingbd/?originalSubdomain=bd | Re Apply Count: zahid vai, and one more aiubian works here | Comment: 11 emp | Location: https://iota.easy.jobs/",,https://brainstation-23.easy.jobs/; https://iota.easy.jobs/,,,easy.jobs; iotait.tech,419; 571; 992,3,YES,Multiple corporate domains; Source review: multiple_domains,YES,Company name inferred from domain/LinkedIn/email,YES,MANUAL_REVIEW
C0635,Eaze IT Japan,linkedin_inferred,,,https://www.linkedin.com/company/eaze-it-japan/,,,,,1/11,,Openning: 1 of 11,,,,,,776,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0985,Ebsbd,domain_inferred,https://ebsbd.com/index.php/resume-submission/,https://ebsbd.com/index.php/careers/,,,,php,,,planning,Tech Stack: https://ebsbd.com/index.php/resume-submission/ | Is Applied: planning,,,,,ebsbd.com,1177,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0893,Echoasoft,domain_inferred,,https://echoasoft.com/career/,,,,,,,,Tech Stack: word press,,,,,echoasoft.com,1065,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0481,Eclatit,domain_inferred,https://www.eclatit.com.bd/,,https://www.linkedin.com/company/eclat-it/,,,,1.0,,,Tech Stack: https://www.eclatit.com.bd/ | Specialization They Need: 1 emp,,,,,eclatit.com.bd,607,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0611,Eclipse Enterprise Limited,linkedin_inferred,,,https://www.linkedin.com/company/eclipse-enterprise-limited/,,,,,1/11,,Tech Stack: 1 of 11,,,,,,738,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0342,Ecomsolutionsbd,domain_inferred,https://www.ecomsolutionsbd.com/,,,,,,,,,Tech Stack: drop shipping,,,,,ecomsolutionsbd.com,449,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0189,ecosoftbd,explicit,,https://www.ecosoftbd.com/careers,,career@ecosoftbdit.com,,,,,,mail to: career@ecosoftbdit.com,,,,,ecosoftbd.com,286,1,NO,,NO,,YES,MONITOR_READY
C0988,Edusoftconsultants,domain_inferred,https://www.edusoftconsultants.com/about.html,,,,,,,,"hiring, no hiring, no hiring page",Openning: no hiring page found,,,,,edusoftconsultants.com,1188,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0876,Edutech,explicit,,,,,,,,,,Openning: junior soft dev form fill up done,,,,,,1044,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0233,Efficientsoftwaresolutionsltd,linkedin_inferred,,,https://www.linkedin.com/company/efficientsoftwaresolutionsltd/people/?viewAsMember=true,,,,,,,,,,,,,333,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0501,Efgtech,domain_inferred,https://efgtech.com.bd/,,https://www.linkedin.com/company/efg-tech/ https://www.linkedin.com/in/bayezid-bostami-94332819/,,,,,,,Tech Stack: https://efgtech.com.bd/ | Openning: Euro food group | Specialization They Need: https://www.linkedin.com/in/bayezid-bostami-94332819/ | Years of Exp want: head of IT,,,,,efgtech.com.bd,627,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0375,Efoli,domain_inferred,https://efoli.com/service/,,,,,shopify,,,,Openning: shopify,,,,,efoli.com,482,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0020,eGeneration Ltd,explicit,https://egeneration.co/,https://egeneration.co/career.html,,hr@egeneration.com,,ios,,,planning,"Location: https://egeneration.co/career.html || Tech Stack: data eng, ios | Is Applied: planning | Location: https://www.egeneration.co/career.html",https://egeneration.co,https://www.egeneration.co/career.html,,,egeneration.co,36; 204; 242; 580,4,NO,,NO,,YES,MONITOR_READY
C0458,Eicra,domain_inferred,,https://www.eicra.com/careers,https://www.linkedin.com/company/eicra-soft-limited/?originalSubdomain=bd,,,,,,planning,Is Applied: planning || Is Applied: planning | Location: https://www.linkedin.com/company/eicra-soft-limited/?originalSubdomain=bd,,,,,eicra.com,578; 1178,2,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0935,Elevateltd,domain_inferred,,https://www.elevateltd.net/about/career/,,career@elevateltd.net,,,,,,Tech Stack: https://www.elevateltd.net/about/career/ | Is Applied: yes | Re Apply Count: 22 Jun-e,,,,,elevateltd.net,1119,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0159,ELO (Embedded Logic Operations),explicit,https://elo.com.bd,,,,,,,,not loading,Comment: site is not loading,https://elo.com.bd/,,,,elo.com.bd,216; 1253,2,YES,Multiple different explicit company names merged,NO,,YES,MANUAL_REVIEW
C0972,Emerald,domain_inferred,,http://www.emerald.com.bd/career.html,,emeraldtechno@gmail.com,,,,,,Tech Stack: emeraldtechno@gmail.com | Is Applied: yes,,,,,emerald.com.bd,1163,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0237,Emslbd,domain_inferred,,https://www.emslbd.com/careers/,,emslbd2014@gmail.com,,,,,,Tech Stack: emslbd2014@gmail.com,,,,,emslbd.com,337,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0222,Emythmakers,domain_inferred,https://www.emythmakers.com/team,,,armin@emythmakers.com,,,,,,Tech Stack: hr email | Openning: https://www.emythmakers.com/team,,,,,emythmakers.com,322,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0573,Encode,domain_inferred,,https://encode.asia/careers/,,hr@encode.asia,,,,,planning,Is Applied: planning | Location: https://encode.asia/careers/,,,,,encode.asia,700,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0126,Encoder IT Limited,explicit,,,,,,,,,,,,,,,,164,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0836,Encoderit,domain_inferred,https://encoderit.net/,,https://www.linkedin.com/company/encoder-it/?originalSubdomain=bd,,,,16.0,,,Tech Stack: https://encoderit.net/ | Specialization They Need: cool company | Years of Exp want: 16 emp,,,,,encoderit.net,996,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0447,"engergy, power",explicit,,https://www.addiesoft.com/career,,,,,,,,Openning: may be cool | Location: https://www.addiesoft.com/career,,,,,addiesoft.com,564,1,YES,Source review: note_or_manual_review,NO,,YES,MANUAL_REVIEW
C0050,Enosis Solutions,explicit,https://www.enosisbd.com/,,,,,,,,,,https://www.enosisbd.com,,,,enosisbd.com,66; 265,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0379,Epark IT,domain_inferred,,https://epark-it.com/career/,,,,,,,,,,,,,epark-it.com,486,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0461,Era Infotech Ltd,linkedin_inferred,,,https://www.linkedin.com/company/era-infotech-ltd/?originalSubdomain=bd,,,,,,,,,,,,,582,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0313,Erp,domain_inferred,,https://erp.com.bd/web/career,,,,,,,,,,,,,erp.com.bd,417,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0660,Esl.com.bd,linkedin_inferred,,,https://www.linkedin.com/company/esl.com.bd/,,,,,1/204,,Specialization They Need: 1 of 204 (raji),,,,,,802,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0437,Esoftarena Ltd.,linkedin_inferred,,,https://www.linkedin.com/company/esoftarena-ltd./?originalSubdomain=bd,,,,,,,,,,,,,552,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0562,Esquire Technology Ltd,linkedin_inferred,,,https://www.linkedin.com/company/esquire-technology-ltd/,,,,,1/12,,Specialization They Need: 1 out of 12 (backend),,,,,,689,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C1031,Essential Infotech,domain_inferred,https://www.essential-infotech.com/,,https://www.linkedin.com/company/essential-infotech/,,,,,,,Tech Stack: https://www.essential-infotech.com/,,,,,essential-infotech.com,1242,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0769,Esteemsoftbd,domain_inferred,,https://esteemsoftbd.com/career/#internship,,hr@esteemsoftbd.com,,,,,,Tech Stack: internship | Is Applied: yes | Location: https://esteemsoftbd.com/career/#internship,,,,,esteemsoftbd.com,916,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0948,Ethertech,domain_inferred,,https://www.ethertech.ltd/job-openings/,,,,,,,,Is Applied: yes,,,,,ethertech.ltd,1133,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C1021,Etl,domain_inferred,,https://www.etl.com.bd/career,,,,,,,no opening,Openning: no opening rn,,,,,etl.com.bd,1230,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0859,Etlimited,domain_inferred,https://www.etlimited.net/,,,,,cyber,,,,Tech Stack: cyber secuirity,,,,,etlimited.net,1022,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0993,Euitsols,domain_inferred,https://euitsols.com/bangladesh/,,,,,,,,"hiring, no hiring, no hiring page",Tech Stack: no hiring page found,,,,,euitsols.com,1194,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0256,Eurosiatechnologies,domain_inferred,,https://eurosiatechnologies.com/careers,,,,,,,outdated,Tech Stack: seems outdated,,,,,eurosiatechnologies.com,356,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0110,Evaly,explicit,https://evaly.com.bd,,,,,,,,,,,,,,evaly.com.bd,144,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0770,Evatix,domain_inferred,,https://www.evatix.com/careers.html,,,,,,,,Tech Stack: Paid Design & Motion Internship,,,,,evatix.com,917,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0853,Ewn BD,domain_inferred,,https://ewn-bd.com/career,,,,django,,,,Tech Stack: django,,,,,ewn-bd.com,1016,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0306,Eworldbd,domain_inferred,https://eworldbd.com/,,,,,,,,,Tech Stack: not that good .. but product based may be,,,,,eworldbd.com,409,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0111,Exabyting Technologies,explicit,https://exabyting.com,,,,,,,,,,,,,,exabyting.com,145,1,NO,,NO,,YES,FIND_CAREER_PAGE
C0312,Excelbd,domain_inferred,,https://www.excelbd.com/career/,,,,,,,,Tech Stack: intern,,,,,excelbd.com,416,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0639,Eyevary Limited,linkedin_inferred,,,https://www.linkedin.com/company/eyevary-limited/,jobs@eyevary.com,,,,1/3,,Tech Stack: jobs@eyevary.com | Specialization They Need: 1 of 3 | Years of Exp want: new,,,,,,781,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0200,Ezzetech,domain_inferred,https://ezzetech.com/,,,,,,,,,,,,,,ezzetech.com,297,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0672,Ezzy Automations Ltd,linkedin_inferred,,,https://www.linkedin.com/company/ezzy-automations-ltd/,,,,,1/69,,Openning: Automation | Specialization They Need: 1 of 69,,,,,,814,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0684,Fair Pattern,linkedin_inferred,,,https://www.linkedin.com/company/fair-pattern/,,,,,2/14,,Specialization They Need: 2 of 14,,,,,,828,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0486,Fakirtechnologies,domain_inferred,https://www.fakirtechnologies.com/ftl-career/,,https://www.linkedin.com/company/fakir-technologies-limited/,,,,,2/42,no opening,Tech Stack: https://www.fakirtechnologies.com/ftl-career/ | Openning: 2 of 42 | Specialization They Need: no opening rn,,,,,fakirtechnologies.com,612,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0801,Faqdhaka,domain_inferred,https://www.faqdhaka.com/about/,,,mahfuj@faqi.com.au,,,,,promising,Tech Stack: promising | Openning: try | Specialization They Need: https://www.facebook.com/FAQPrivateLimited | Years of Exp want: mahfuj@faqi.com.au,,,,,faqdhaka.com,953,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0243,Faraitltd,domain_inferred,https://join.faraitltd.com/,,,,,,,,,,,,,,faraitltd.com,343,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0070,Farnex,explicit,https://farnex.com/,,,,,,,,,Comment: Issue,https://farnex.com,,,,farnex.com,91; 1258,2,NO,,NO,,YES,FIND_CAREER_PAGE
C0580,Fastbd,domain_inferred,,https://www.fastbd.co/careers.html,https://www.linkedin.com/company/fastbd/,,,,3.0,,,Tech Stack: aviation solution | Openning: 3 emp | Location: https://www.fastbd.co/careers.html,,,,,fastbd.co,707,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0592,Fastflowup,domain_inferred,,https://fastflowup.com/careers/,https://www.linkedin.com/company/fastflowup/?originalSubdomain=au,,,,,2/12,,Tech Stack: https://fastflowup.com/careers/ | Specialization They Need: 2 of 12,,,,,fastflowup.com,719,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0406,Fcblbd,linkedin_inferred,,,https://www.linkedin.com/company/fcblbd/,,,,13.0,,,Specialization They Need: 13 emp | Re Apply Count: need to check,,,,,,518,1,NO,,YES,Company name inferred from domain/LinkedIn/email; Missing company/career website,YES,ENRICH_FROM_LINKEDIN
C0995,Featheruniverse,domain_inferred,https://featheruniverse.com/service/web-development,,,,mohammadpur,"mysql, php",,,"hiring, no hiring, no hiring page",Openning: php mysql | Specialization They Need: Mohammadpur | Years of Exp want: no hiring page found,,,,,featheruniverse.com,1197,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0289,Feenixlab,domain_inferred,,https://www.feenixlab.com/career#open_table,,,,,,,,Openning: no job found,,,,,feenixlab.com,392,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0382,Fiberathome,domain_inferred,,https://www.fiberathome.net/career,,,,,,,,,,,,,fiberathome.net,490,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,MONITOR_READY
C0033,Field,domain_inferred,https://field.buzz/,,,,,,,,,,,,,,field.buzz,49,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0142,Field Buzz,explicit,,,,,,,,,,,,,,,,193,1,YES,Source review: name_only_no_url_email,YES,Missing company/career website,YES,MANUAL_REVIEW
C0934,Fifo Tech,domain_inferred,https://www.fifo-tech.com/,,,,,,,,,Is Applied: yes | Re Apply Count: 22 Jun-e,,,,,fifo-tech.com,1118,1,NO,,YES,Company name inferred from domain/LinkedIn/email,YES,FIND_CAREER_PAGE
C0176,FiftyTwo Digital,explicit,https://fiftytwodigital.com,https://fiftytwodigital.com/careers/,,contact@fiftytwo.com,,c++,,,not loading,Tech Stack: c c++ || Comment: site is not loading | mail to: contact@fiftytwo.com,https://fiftytwodigital.com/,,,,fiftytwodigital.com,246; 601; 1263,3,NO,,NO,,YES,MONITOR_READY
